6.724099999999999522e-02 2.897500000000000075e-01
6.352800000000000114e-02 2.676600000000000090e-01
6.181300000000000683e-02 1.800900000000000001e-01
6.191300000000000275e-02 2.450299999999999978e-01
6.989900000000000280e-02 2.862500000000000044e-01
5.265100000000000335e-02 1.671199999999999908e-01
5.188999999999999863e-02 1.848499999999999865e-01
6.233699999999999658e-02 2.266700000000000104e-01
6.672999999999999765e-02 2.438800000000000134e-01
4.403900000000000176e-02 2.824400000000000244e-01
5.285899999999999627e-02 1.876400000000000012e-01
5.721599999999999603e-02 1.721799999999999997e-01
5.424299999999999955e-02 2.197199999999999986e-01
6.212399999999999867e-02 1.937000000000000111e-01
4.939300000000000634e-02 2.731299999999999839e-01
5.947099999999999609e-02 2.589799999999999880e-01
5.302199999999999969e-02 2.813800000000000190e-01
5.956299999999999789e-02 1.150599999999999956e-01
5.434599999999999848e-02 2.323300000000000087e-01
5.771600000000000341e-02 1.601400000000000046e-01
5.486900000000000110e-02 2.036900000000000099e-01
4.754800000000000693e-02 2.387299999999999978e-01
6.122299999999999964e-02 1.778599999999999903e-01
6.011899999999999883e-02 2.198700000000000099e-01
5.180500000000000382e-02 1.977099999999999969e-01
4.402899999999999869e-02 2.814400000000000235e-01
5.975799999999999862e-02 1.575999999999999901e-01
6.531299999999999606e-02 2.336499999999999966e-01
6.626500000000000445e-02 2.318199999999999983e-01
6.685800000000000076e-02 2.423899999999999944e-01
5.765200000000000186e-02 7.379700000000000149e-02
5.481400000000000161e-02 2.021000000000000019e-01
5.823100000000000498e-02 2.908800000000000274e-01
6.509800000000000308e-02 2.784800000000000053e-01
6.092100000000000293e-02 2.986599999999999810e-01
6.095900000000000624e-02 1.847999999999999921e-01
6.213899999999999979e-02 1.859699999999999964e-01
5.927399999999999336e-02 1.077300000000000063e-01
5.810699999999999893e-02 1.224500000000000033e-01
5.048500000000000210e-02 2.696200000000000263e-01
5.810900000000000093e-02 2.155299999999999994e-01
6.594200000000000061e-02 2.239800000000000124e-01
5.767299999999999510e-02 2.722700000000000120e-01
6.563900000000000290e-02 2.307800000000000129e-01
6.642299999999999593e-02 2.396699999999999942e-01
5.754999999999999699e-02 6.755800000000000693e-02
4.880099999999999716e-02 2.885499999999999732e-01
5.503899999999999765e-02 1.276200000000000112e-01
6.395100000000000784e-02 2.288300000000000056e-01
5.375699999999999923e-02 2.464699999999999946e-01
6.233400000000000052e-02 2.928999999999999937e-01
5.544400000000000717e-02 2.991400000000000170e-01
4.864600000000000174e-02 2.869200000000000084e-01
6.070199999999999901e-02 1.453200000000000047e-01
5.232300000000000839e-02 2.990900000000000225e-01
5.009999999999999870e-02 2.699799999999999978e-01
5.636900000000000244e-02 2.789400000000000213e-01
6.336600000000000565e-02 1.937399999999999956e-01
5.921900000000000081e-02 2.894599999999999951e-01
5.386400000000000216e-02 2.260300000000000087e-01
6.666999999999999316e-02 2.502400000000000180e-01
6.551800000000000679e-02 2.632099999999999995e-01
5.423700000000000049e-02 2.416600000000000137e-01
5.842300000000000271e-02 1.837100000000000122e-01
5.270299999999999985e-02 1.692500000000000115e-01
6.356799999999999951e-02 2.800400000000000111e-01
6.355000000000000926e-02 2.029100000000000070e-01
6.556599999999999928e-02 2.906400000000000095e-01
6.048900000000000110e-02 2.460600000000000009e-01
6.383600000000000385e-02 1.983399999999999885e-01
5.905200000000000032e-02 2.951199999999999934e-01
5.676000000000000489e-02 2.558500000000000218e-01
6.208199999999999830e-02 2.831000000000000183e-01
5.173300000000000121e-02 1.817400000000000126e-01
4.714499999999999941e-02 2.462000000000000022e-01
4.357099999999999862e-02 2.894100000000000006e-01
6.851300000000000445e-02 2.477600000000000080e-01
6.982599999999999918e-02 2.922899999999999943e-01
5.056499999999999884e-02 2.726600000000000135e-01
6.151099999999999624e-02 1.983399999999999885e-01
6.694799999999999363e-02 2.319599999999999995e-01
6.243299999999999544e-02 2.010599999999999887e-01
5.534700000000000036e-02 1.505100000000000049e-01
5.375600000000000517e-02 2.358699999999999963e-01
6.437400000000000067e-02 2.644299999999999984e-01
5.733599999999999808e-02 2.428599999999999925e-01
6.623600000000000321e-02 2.257500000000000062e-01
6.563900000000000290e-02 2.756000000000000116e-01
4.729799999999999977e-02 2.485700000000000132e-01
6.645399999999999918e-02 2.964399999999999813e-01
6.226000000000000284e-02 2.260999999999999954e-01
6.757799999999999918e-02 2.913999999999999924e-01
5.569200000000000539e-02 1.140999999999999931e-01
6.783400000000000540e-02 2.409499999999999975e-01
6.260500000000000786e-02 1.807400000000000118e-01
5.408299999999999913e-02 2.174599999999999866e-01
6.727700000000000347e-02 2.504600000000000160e-01
6.099199999999999761e-02 2.511599999999999944e-01
4.866600000000000092e-02 2.230900000000000105e-01
6.113999999999999990e-02 2.915300000000000114e-01
6.520100000000000895e-02 2.810400000000000120e-01
